instance_id,pair_id,annotation_order,split,query_item,target_item,query_text,target_text,label_9cls,label_3cls,consistency,soft_label_complementary,soft_label_substitute,soft_label_unrelated,soft_entropy,n_valid_runs,ease_ab,ease_ba,co_review_count,pool_type
454_0,454,0,train,B0117U82EM,B08KZ1TZYB,"Title: Fire HD 8 Tablet, 8"" HD Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta (Previous Generation - 5th)
Brand: Amazon
Category: Amazon Devices
Description: ['[]']","Title: Made for Amazon SanDisk 64GB microSD Memory Card for Fire Tablets and Fire -TV
Brand: SanDisk
Category: Amazon Devices
Description: [""['With these speeds you can be sure that every transfer or save will end faster than ever before .You can be confident in the good quality, performance and reliability of every SanDisk Product.Unique, sleek design for the modern home']""]",5,complementary,1.0,1.0,0.0,0.0,-0.0,3,0.0188841260969638,0.0140082407742738,267,co_purchase
454_1,454,1,train,B08KZ1TZYB,B0117U82EM,"Title: Made for Amazon SanDisk 64GB microSD Memory Card for Fire Tablets and Fire -TV
Brand: SanDisk
Category: Amazon Devices
Description: [""['With these speeds you can be sure that every transfer or save will end faster than ever before .You can be confident in the good quality, performance and reliability of every SanDisk Product.Unique, sleek design for the modern home']""]","Title: Fire HD 8 Tablet, 8"" HD Display, Wi-Fi, 8 GB - Includes Special Offers, Magenta (Previous Generation - 5th)
Brand: Amazon
Category: Amazon Devices
Description: ['[]']",5,complementary,1.0,1.0,0.0,0.0,-0.0,3,0.0140082407742738,0.0188841260969638,267,co_purchase
8109_0,8109,0,test,B0119UJHEE,B07PMBPFVF,"Title: PLUGS INTO FACTORY RADIO CAR STEREO WIRING HARNESS WIRE INSTALL CABLE ADAPTER 2007-2013 NISSAN Altima SK7552-21
Brand: Yihao
Category: Car Electronics
Description: [""['PLUGS INTO FACTORY RADIO CAR STEREO WIRING HARNESS WIRE INSTALL CABLE ADAPTER 2007-2013 NISSAN Altima SK7552-21']""]","Title: NTBED Geometric Printed Comforter Sets Purple Queen Microfiber Bedding Lightweight Mosaic Quilt Set
Brand: NTBED
Category: Amazon Home
Description: ['[]']",8,unrelated,1.0,0.0,0.0,1.0,-0.0,3,0.0,0.0,0,random_negative
8109_1,8109,1,test,B07PMBPFVF,B0119UJHEE,"Title: NTBED Geometric Printed Comforter Sets Purple Queen Microfiber Bedding Lightweight Mosaic Quilt Set
Brand: NTBED
Category: Amazon Home
Description: ['[]']","Title: PLUGS INTO FACTORY RADIO CAR STEREO WIRING HARNESS WIRE INSTALL CABLE ADAPTER 2007-2013 NISSAN Altima SK7552-21
Brand: Yihao
Category: Car Electronics
Description: [""['PLUGS INTO FACTORY RADIO CAR STEREO WIRING HARNESS WIRE INSTALL CABLE ADAPTER 2007-2013 NISSAN Altima SK7552-21']""]",8,unrelated,1.0,0.0,0.0,1.0,-0.0,3,0.0,0.0,0,random_negative
4853_0,4853,0,test,B011BRUOMO,B01415QHYW,"Title: SanDisk Ultra 32GB microSDHC UHS-I Card with Adapter, Silver, Standard Packaging (SDSQUNC-032G-GN6MA)
Brand: SanDisk
Category: Computers
Description: ['[""Capture, carry and keep more high-quality photos and full HD video on your Android smartphone or tablet. Transfer pictures and videos from the card to your PC at a no-wait rate of up to 80MB/s. The SanDisk Memory Zone app, available on the Google Play store, makes it easy to view, access, and ba","Title: amFilm Screen Protector 4.7“ for Apple iPhone 8, iPhone 7, iPhone 6S and iPhone 6, Tempered Glass 4.7“, 2 Pack
Brand: amFilm
Category: Cell Phones & Accessories
Description: ['[]']",8,unrelated,1.0,0.0,0.0,1.0,-0.0,3,0.0044646267779171,0.0077280849218368,159,co_purchase
4853_1,4853,1,test,B01415QHYW,B011BRUOMO,"Title: amFilm Screen Protector 4.7“ for Apple iPhone 8, iPhone 7, iPhone 6S and iPhone 6, Tempered Glass 4.7“, 2 Pack
Brand: amFilm
Category: Cell Phones & Accessories
Description: ['[]']","Title: SanDisk Ultra 32GB microSDHC UHS-I Card with Adapter, Silver, Standard Packaging (SDSQUNC-032G-GN6MA)
Brand: SanDisk
Category: Computers
Description: ['[""Capture, carry and keep more high-quality photos and full HD video on your Android smartphone or tablet. Transfer pictures and videos from the card to your PC at a no-wait rate of up to 80MB/s. The SanDisk Memory Zone app, available on the Google Play store, makes it easy to view, access, and ba",8,unrelated,1.0,0.0,0.0,1.0,-0.0,3,0.0077280849218368,0.0044646267779171,159,co_purchase
6322_0,6322,0,test,B011BRUOMO,B016K07YT8,"Title: SanDisk Ultra 32GB microSDHC UHS-I Card with Adapter, Silver, Standard Packaging (SDSQUNC-032G-GN6MA)
Brand: SanDisk
Category: Computers
Description: ['[""Capture, carry and keep more high-quality photos and full HD video on your Android smartphone or tablet. Transfer pictures and videos from the card to your PC at a no-wait rate of up to 80MB/s. The SanDisk Memory Zone app, available on the Google Play store, makes it easy to view, access, and ba","Title: TP-Link AC1200 Wi-Fi Range Extender w/ Gigabit Ethernet Port (RE355)
Brand: TP-Link
Category: Computers
Description: ['[\'Tired of Wi-Fi ""dead zones""? The TP-LINK AC1200 Wi-Fi Range Extender connects to your router wirelessly, strengthening and expanding its signal into areas it can\\\'t reach on its own. The device also reduces signal interference to ensure reliable Wi-Fi coverage throughout your home or office. ",8,unrelated,1.0,0.0,0.0,1.0,-0.0,3,0.0010852928971871,0.0024875134695321,9,same_category_low_corev
6322_1,6322,1,test,B016K07YT8,B011BRUOMO,"Title: TP-Link AC1200 Wi-Fi Range Extender w/ Gigabit Ethernet Port (RE355)
Brand: TP-Link
Category: Computers
Description: ['[\'Tired of Wi-Fi ""dead zones""? The TP-LINK AC1200 Wi-Fi Range Extender connects to your router wirelessly, strengthening and expanding its signal into areas it can\\\'t reach on its own. The device also reduces signal interference to ensure reliable Wi-Fi coverage throughout your home or office. ","Title: SanDisk Ultra 32GB microSDHC UHS-I Card with Adapter, Silver, Standard Packaging (SDSQUNC-032G-GN6MA)
Brand: SanDisk
Category: Computers
Description: ['[""Capture, carry and keep more high-quality photos and full HD video on your Android smartphone or tablet. Transfer pictures and videos from the card to your PC at a no-wait rate of up to 80MB/s. The SanDisk Memory Zone app, available on the Google Play store, makes it easy to view, access, and ba",8,unrelated,1.0,0.0,0.0,1.0,-0.0,3,0.0024875134695321,0.0010852928971871,9,same_category_low_corev
4330_0,4330,0,test,B011BRUOMO,B017LSIXDE,"Title: SanDisk Ultra 32GB microSDHC UHS-I Card with Adapter, Silver, Standard Packaging (SDSQUNC-032G-GN6MA)
Brand: SanDisk
Category: Computers
Description: ['[""Capture, carry and keep more high-quality photos and full HD video on your Android smartphone or tablet. Transfer pictures and videos from the card to your PC at a no-wait rate of up to 80MB/s. The SanDisk Memory Zone app, available on the Google Play store, makes it easy to view, access, and ba","Title: Amazon Basics Rectangular 6-Outlet, 200 Joule Surge Protector Power Strip, 2 Foot, White - Pack of 2
Brand: Amazon Basics
Category: Home Audio & Theater
Description: [""['Product Description'\n 'Amazon Basics 6-Outlet, 200 Joule Surge Protector Power Strip, 2 Foot, White - Pack of 2'\n 'From the Manufacturer' 'Amazon Basics']""]",8,unrelated,1.0,0.0,0.0,1.0,-0.0,3,0.0086261704564094,0.0154926171526312,118,co_purchase
4330_1,4330,1,test,B017LSIXDE,B011BRUOMO,"Title: Amazon Basics Rectangular 6-Outlet, 200 Joule Surge Protector Power Strip, 2 Foot, White - Pack of 2
Brand: Amazon Basics
Category: Home Audio & Theater
Description: [""['Product Description'\n 'Amazon Basics 6-Outlet, 200 Joule Surge Protector Power Strip, 2 Foot, White - Pack of 2'\n 'From the Manufacturer' 'Amazon Basics']""]","Title: SanDisk Ultra 32GB microSDHC UHS-I Card with Adapter, Silver, Standard Packaging (SDSQUNC-032G-GN6MA)
Brand: SanDisk
Category: Computers
Description: ['[""Capture, carry and keep more high-quality photos and full HD video on your Android smartphone or tablet. Transfer pictures and videos from the card to your PC at a no-wait rate of up to 80MB/s. The SanDisk Memory Zone app, available on the Google Play store, makes it easy to view, access, and ba",8,unrelated,1.0,0.0,0.0,1.0,-0.0,3,0.0154926171526312,0.0086261704564094,118,co_purchase
4312_0,4312,0,val,B011BRUOMO,B0199HAOAU,"Title: SanDisk Ultra 32GB microSDHC UHS-I Card with Adapter, Silver, Standard Packaging (SDSQUNC-032G-GN6MA)
Brand: SanDisk
Category: Computers
Description: ['[""Capture, carry and keep more high-quality photos and full HD video on your Android smartphone or tablet. Transfer pictures and videos from the card to your PC at a no-wait rate of up to 80MB/s. The SanDisk Memory Zone app, available on the Google Play store, makes it easy to view, access, and ba","Title: Amazon Basics HDMI to DVI Adapter Cable, Bi-Directional 1080p, Gold Plated, Black, 3 Feet, 1-Pack
Brand: Amazon Basics
Category: Home Audio & Theater
Description: [""['Product Description'\n 'Amazon Basics HDMI to DVI Adapter Cable, Black, 3 Feet, 1-Pack'\n 'From the Manufacturer' 'Amazon Basics']""]",8,unrelated,1.0,0.0,0.0,1.0,-0.0,3,0.0084159942343831,0.0142631204798817,134,co_purchase
4312_1,4312,1,val,B0199HAOAU,B011BRUOMO,"Title: Amazon Basics HDMI to DVI Adapter Cable, Bi-Directional 1080p, Gold Plated, Black, 3 Feet, 1-Pack
Brand: Amazon Basics
Category: Home Audio & Theater
Description: [""['Product Description'\n 'Amazon Basics HDMI to DVI Adapter Cable, Black, 3 Feet, 1-Pack'\n 'From the Manufacturer' 'Amazon Basics']""]","Title: SanDisk Ultra 32GB microSDHC UHS-I Card with Adapter, Silver, Standard Packaging (SDSQUNC-032G-GN6MA)
Brand: SanDisk
Category: Computers
Description: ['[""Capture, carry and keep more high-quality photos and full HD video on your Android smartphone or tablet. Transfer pictures and videos from the card to your PC at a no-wait rate of up to 80MB/s. The SanDisk Memory Zone app, available on the Google Play store, makes it easy to view, access, and ba",8,unrelated,1.0,0.0,0.0,1.0,-0.0,3,0.0142631204798817,0.0084159942343831,134,co_purchase
4875_0,4875,0,train,B011BRUOMO,B01ACXSKAG,"Title: SanDisk Ultra 32GB microSDHC UHS-I Card with Adapter, Silver, Standard Packaging (SDSQUNC-032G-GN6MA)
Brand: SanDisk
Category: Computers
Description: ['[""Capture, carry and keep more high-quality photos and full HD video on your Android smartphone or tablet. Transfer pictures and videos from the card to your PC at a no-wait rate of up to 80MB/s. The SanDisk Memory Zone app, available on the Google Play store, makes it easy to view, access, and ba","Title: Armorsuit 2 Pack Screen Protector Designed for Samsung Galaxy S7 Edge (5.5 Inch) Case Friendly MilitaryShield HD Clear Film - Made in USA
Brand: ArmorSuit
Category: Cell Phones & Accessories
Description: ['[\'Product Description\'\n \'Military Grade Protection ArmorSuit Military Shield features exceptional clarity and UV protection to prevent yellowing. It is made from the same protective film material used to protect military aircrafts, helicopters and space shuttles. Military Shield is also equipp",8,unrelated,1.0,0.0,0.0,1.0,-0.0,3,0.001502992818132,0.0032921731472015,119,co_purchase
4875_1,4875,1,train,B01ACXSKAG,B011BRUOMO,"Title: Armorsuit 2 Pack Screen Protector Designed for Samsung Galaxy S7 Edge (5.5 Inch) Case Friendly MilitaryShield HD Clear Film - Made in USA
Brand: ArmorSuit
Category: Cell Phones & Accessories
Description: ['[\'Product Description\'\n \'Military Grade Protection ArmorSuit Military Shield features exceptional clarity and UV protection to prevent yellowing. It is made from the same protective film material used to protect military aircrafts, helicopters and space shuttles. Military Shield is also equipp","Title: SanDisk Ultra 32GB microSDHC UHS-I Card with Adapter, Silver, Standard Packaging (SDSQUNC-032G-GN6MA)
Brand: SanDisk
Category: Computers
Description: ['[""Capture, carry and keep more high-quality photos and full HD video on your Android smartphone or tablet. Transfer pictures and videos from the card to your PC at a no-wait rate of up to 80MB/s. The SanDisk Memory Zone app, available on the Google Play store, makes it easy to view, access, and ba",8,unrelated,1.0,0.0,0.0,1.0,-0.0,3,0.0032921731472015,0.001502992818132,119,co_purchase
4877_0,4877,0,val,B011BRUOMO,B01B14ANLY,"Title: SanDisk Ultra 32GB microSDHC UHS-I Card with Adapter, Silver, Standard Packaging (SDSQUNC-032G-GN6MA)
Brand: SanDisk
Category: Computers
Description: ['[""Capture, carry and keep more high-quality photos and full HD video on your Android smartphone or tablet. Transfer pictures and videos from the card to your PC at a no-wait rate of up to 80MB/s. The SanDisk Memory Zone app, available on the Google Play store, makes it easy to view, access, and ba","Title: Anker PowerCore 10000 Portable Charger, 10000mAh Power Bank, Ultra-Compact Battery Pack, High-Speed Charging Technology Phone Charger for iPhone, Samsung and More.
Brand: Anker
Category: Cell Phones & Accessories
Description: ['[]']",8,unrelated,1.0,0.0,0.0,1.0,-0.0,3,0.0043610180728137,0.0080591943114995,116,co_purchase
4877_1,4877,1,val,B01B14ANLY,B011BRUOMO,"Title: Anker PowerCore 10000 Portable Charger, 10000mAh Power Bank, Ultra-Compact Battery Pack, High-Speed Charging Technology Phone Charger for iPhone, Samsung and More.
Brand: Anker
Category: Cell Phones & Accessories
Description: ['[]']","Title: SanDisk Ultra 32GB microSDHC UHS-I Card with Adapter, Silver, Standard Packaging (SDSQUNC-032G-GN6MA)
Brand: SanDisk
Category: Computers
Description: ['[""Capture, carry and keep more high-quality photos and full HD video on your Android smartphone or tablet. Transfer pictures and videos from the card to your PC at a no-wait rate of up to 80MB/s. The SanDisk Memory Zone app, available on the Google Play store, makes it easy to view, access, and ba",5,complementary,1.0,1.0,0.0,0.0,-0.0,3,0.0080591943114995,0.0043610180728137,116,co_purchase
4862_0,4862,0,train,B011BRUOMO,B01BMDQ9U8,"Title: SanDisk Ultra 32GB microSDHC UHS-I Card with Adapter, Silver, Standard Packaging (SDSQUNC-032G-GN6MA)
Brand: SanDisk
Category: Computers
Description: ['[""Capture, carry and keep more high-quality photos and full HD video on your Android smartphone or tablet. Transfer pictures and videos from the card to your PC at a no-wait rate of up to 80MB/s. The SanDisk Memory Zone app, available on the Google Play store, makes it easy to view, access, and ba","Title: Samsung Qi Certified Fast Charge Wireless Charging Pad + Stand - Supports wireless charging on Qi compatible smartphones - Black
Brand: SAMSUNG
Category: Cell Phones & Accessories
Description: [""['Take your wireless charging experience to the next level with the fast charge wireless charging Stand. Available in Black Sapphire or White, the new wireless charging Stand allows you to charge your Compatible Galaxy device up to 1.4X faster than standard wireless charging transmitters*. using S",8,unrelated,1.0,0.0,0.0,1.0,-0.0,3,0.0077244797721505,0.015783492475748,130,co_purchase
4862_1,4862,1,train,B01BMDQ9U8,B011BRUOMO,"Title: Samsung Qi Certified Fast Charge Wireless Charging Pad + Stand - Supports wireless charging on Qi compatible smartphones - Black
Brand: SAMSUNG
Category: Cell Phones & Accessories
Description: [""['Take your wireless charging experience to the next level with the fast charge wireless charging Stand. Available in Black Sapphire or White, the new wireless charging Stand allows you to charge your Compatible Galaxy device up to 1.4X faster than standard wireless charging transmitters*. using S","Title: SanDisk Ultra 32GB microSDHC UHS-I Card with Adapter, Silver, Standard Packaging (SDSQUNC-032G-GN6MA)
Brand: SanDisk
Category: Computers
Description: ['[""Capture, carry and keep more high-quality photos and full HD video on your Android smartphone or tablet. Transfer pictures and videos from the card to your PC at a no-wait rate of up to 80MB/s. The SanDisk Memory Zone app, available on the Google Play store, makes it easy to view, access, and ba",8,unrelated,1.0,0.0,0.0,1.0,-0.0,3,0.015783492475748,0.0077244797721505,130,co_purchase
2715_0,2715,0,val,B011BRUOMO,B01BRWH8G8,"Title: SanDisk Ultra 32GB microSDHC UHS-I Card with Adapter, Silver, Standard Packaging (SDSQUNC-032G-GN6MA)
Brand: SanDisk
Category: Computers
Description: ['[""Capture, carry and keep more high-quality photos and full HD video on your Android smartphone or tablet. Transfer pictures and videos from the card to your PC at a no-wait rate of up to 80MB/s. The SanDisk Memory Zone app, available on the Google Play store, makes it easy to view, access, and ba","Title: Fire HD 8 Tablet with Alexa, 8"" HD Display, 16 GB, Magenta - with Special Offers (Previous Generation - 6th)
Brand: Amazon
Category: Amazon Devices
Description: ['[]']",8,unrelated,1.0,0.0,0.0,1.0,-0.0,3,0.006777346599847,0.0131296012550592,150,co_purchase
2715_1,2715,1,val,B01BRWH8G8,B011BRUOMO,"Title: Fire HD 8 Tablet with Alexa, 8"" HD Display, 16 GB, Magenta - with Special Offers (Previous Generation - 6th)
Brand: Amazon
Category: Amazon Devices
Description: ['[]']","Title: SanDisk Ultra 32GB microSDHC UHS-I Card with Adapter, Silver, Standard Packaging (SDSQUNC-032G-GN6MA)
Brand: SanDisk
Category: Computers
Description: ['[""Capture, carry and keep more high-quality photos and full HD video on your Android smartphone or tablet. Transfer pictures and videos from the card to your PC at a no-wait rate of up to 80MB/s. The SanDisk Memory Zone app, available on the Google Play store, makes it easy to view, access, and ba",5,complementary,1.0,1.0,0.0,0.0,-0.0,3,0.0131296012550592,0.006777346599847,150,co_purchase
4848_0,4848,0,train,B011BRUOMO,B01FKGEMIY,"Title: SanDisk Ultra 32GB microSDHC UHS-I Card with Adapter, Silver, Standard Packaging (SDSQUNC-032G-GN6MA)
Brand: SanDisk
Category: Computers
Description: ['[""Capture, carry and keep more high-quality photos and full HD video on your Android smartphone or tablet. Transfer pictures and videos from the card to your PC at a no-wait rate of up to 80MB/s. The SanDisk Memory Zone app, available on the Google Play store, makes it easy to view, access, and ba","Title: Anker Car Charger Adapter, 24W Dual USB Car Phone Charger, PowerDrive 2 for iPhone 14 13 12 11 Pro Max Mini X XR XS 8 Plus, iPad Pro/Air 2/Mini, Note 5/4, LG, Nexus, HTC and More
Brand: Anker
Category: Cell Phones & Accessories
Description: ['[\'PowerDrive 2\' \'The High-Speed 2-Port USB Car Charger\'\n ""From ANKER, America\'s Leading USB Charging Brand""\n \'- Faster and safer charging with our advanced technology - 50 million+ happy users and counting\'\n \'Advanced Charging Technology\'\n \'Exclusive to Anker, PowerIQ and VoltageBoos",8,unrelated,1.0,0.0,0.0,1.0,-0.0,3,0.0083452314138412,0.0142851993441581,202,co_purchase
4848_1,4848,1,train,B01FKGEMIY,B011BRUOMO,"Title: Anker Car Charger Adapter, 24W Dual USB Car Phone Charger, PowerDrive 2 for iPhone 14 13 12 11 Pro Max Mini X XR XS 8 Plus, iPad Pro/Air 2/Mini, Note 5/4, LG, Nexus, HTC and More
Brand: Anker
Category: Cell Phones & Accessories
Description: ['[\'PowerDrive 2\' \'The High-Speed 2-Port USB Car Charger\'\n ""From ANKER, America\'s Leading USB Charging Brand""\n \'- Faster and safer charging with our advanced technology - 50 million+ happy users and counting\'\n \'Advanced Charging Technology\'\n \'Exclusive to Anker, PowerIQ and VoltageBoos","Title: SanDisk Ultra 32GB microSDHC UHS-I Card with Adapter, Silver, Standard Packaging (SDSQUNC-032G-GN6MA)
Brand: SanDisk
Category: Computers
Description: ['[""Capture, carry and keep more high-quality photos and full HD video on your Android smartphone or tablet. Transfer pictures and videos from the card to your PC at a no-wait rate of up to 80MB/s. The SanDisk Memory Zone app, available on the Google Play store, makes it easy to view, access, and ba",8,unrelated,1.0,0.0,0.0,1.0,-0.0,3,0.0142851993441581,0.0083452314138412,202,co_purchase
4081_0,4081,0,test,B011BRUOMO,B01G8JO5F2,"Title: SanDisk Ultra 32GB microSDHC UHS-I Card with Adapter, Silver, Standard Packaging (SDSQUNC-032G-GN6MA)
Brand: SanDisk
Category: Computers
Description: ['[""Capture, carry and keep more high-quality photos and full HD video on your Android smartphone or tablet. Transfer pictures and videos from the card to your PC at a no-wait rate of up to 80MB/s. The SanDisk Memory Zone app, available on the Google Play store, makes it easy to view, access, and ba","Title: Senso Bluetooth Headphones, Best Wireless Sports Earbuds w/Mic IPX7 Waterproof HD Stereo Sweatproof Earphones for Gym Running Workout Noise Cancelling Earphones Earbuds Noise Cancelling Headsets
Brand: Senso
Category: All Electronics
Description: ['[]']",8,unrelated,1.0,0.0,0.0,1.0,-0.0,3,0.0027126993518322,0.0053566042333841,137,co_purchase
4081_1,4081,1,test,B01G8JO5F2,B011BRUOMO,"Title: Senso Bluetooth Headphones, Best Wireless Sports Earbuds w/Mic IPX7 Waterproof HD Stereo Sweatproof Earphones for Gym Running Workout Noise Cancelling Earphones Earbuds Noise Cancelling Headsets
Brand: Senso
Category: All Electronics
Description: ['[]']","Title: SanDisk Ultra 32GB microSDHC UHS-I Card with Adapter, Silver, Standard Packaging (SDSQUNC-032G-GN6MA)
Brand: SanDisk
Category: Computers
Description: ['[""Capture, carry and keep more high-quality photos and full HD video on your Android smartphone or tablet. Transfer pictures and videos from the card to your PC at a no-wait rate of up to 80MB/s. The SanDisk Memory Zone app, available on the Google Play store, makes it easy to view, access, and ba",8,unrelated,1.0,0.0,0.0,1.0,-0.0,3,0.0053566042333841,0.0027126993518322,137,co_purchase
4855_0,4855,0,train,B011BRUOMO,B01I4TE612,"Title: SanDisk Ultra 32GB microSDHC UHS-I Card with Adapter, Silver, Standard Packaging (SDSQUNC-032G-GN6MA)
Brand: SanDisk
Category: Computers
Description: ['[""Capture, carry and keep more high-quality photos and full HD video on your Android smartphone or tablet. Transfer pictures and videos from the card to your PC at a no-wait rate of up to 80MB/s. The SanDisk Memory Zone app, available on the Google Play store, makes it easy to view, access, and ba","Title: Garmin Portable Friction Mount - Frustration Free Packaging
Brand: Garmin
Category: Cell Phones & Accessories
Description: ['[\'Product description\'\n \'Keep your device in easy sight Portable friction mount Remove it from your vehicle when you arrive at your destination Lets you use your device in more than one vehicle This mount has a ball joint size of 0.67 inch (17 mm)\'\n \'Amazon.com\'\n \'Garmin and Amazon.com h",8,unrelated,1.0,0.0,0.0,1.0,-0.0,3,-0.0022570653818547,-0.0037263899575918,152,co_purchase
4855_1,4855,1,train,B01I4TE612,B011BRUOMO,"Title: Garmin Portable Friction Mount - Frustration Free Packaging
Brand: Garmin
Category: Cell Phones & Accessories
Description: ['[\'Product description\'\n \'Keep your device in easy sight Portable friction mount Remove it from your vehicle when you arrive at your destination Lets you use your device in more than one vehicle This mount has a ball joint size of 0.67 inch (17 mm)\'\n \'Amazon.com\'\n \'Garmin and Amazon.com h","Title: SanDisk Ultra 32GB microSDHC UHS-I Card with Adapter, Silver, Standard Packaging (SDSQUNC-032G-GN6MA)
Brand: SanDisk
Category: Computers
Description: ['[""Capture, carry and keep more high-quality photos and full HD video on your Android smartphone or tablet. Transfer pictures and videos from the card to your PC at a no-wait rate of up to 80MB/s. The SanDisk Memory Zone app, available on the Google Play store, makes it easy to view, access, and ba",8,unrelated,1.0,0.0,0.0,1.0,-0.0,3,-0.0037263899575918,-0.0022570653818547,152,co_purchase
4874_0,4874,0,test,B011BRUOMO,B01ITNRGFG,"Title: SanDisk Ultra 32GB microSDHC UHS-I Card with Adapter, Silver, Standard Packaging (SDSQUNC-032G-GN6MA)
Brand: SanDisk
Category: Computers
Description: ['[""Capture, carry and keep more high-quality photos and full HD video on your Android smartphone or tablet. Transfer pictures and videos from the card to your PC at a no-wait rate of up to 80MB/s. The SanDisk Memory Zone app, available on the Google Play store, makes it easy to view, access, and ba","Title: JOTO Universal Waterproof Phone Pouch Cellphone Dry Bag Case Compatible with iPhone 14 13 12 11 Pro Max Mini Xs XR X 8 7 6S Plus SE, Galaxy S21 S20 S10 Plus Note 10+ 9, Pixel 4 XL up to 7"" -Green
Brand: JOTO
Category: Cell Phones & Accessories
Description: ['[]']",8,unrelated,1.0,0.0,0.0,1.0,-0.0,3,0.0014037595828995,0.0028735056985169,120,co_purchase
4874_1,4874,1,test,B01ITNRGFG,B011BRUOMO,"Title: JOTO Universal Waterproof Phone Pouch Cellphone Dry Bag Case Compatible with iPhone 14 13 12 11 Pro Max Mini Xs XR X 8 7 6S Plus SE, Galaxy S21 S20 S10 Plus Note 10+ 9, Pixel 4 XL up to 7"" -Green
Brand: JOTO
Category: Cell Phones & Accessories
Description: ['[]']","Title: SanDisk Ultra 32GB microSDHC UHS-I Card with Adapter, Silver, Standard Packaging (SDSQUNC-032G-GN6MA)
Brand: SanDisk
Category: Computers
Description: ['[""Capture, carry and keep more high-quality photos and full HD video on your Android smartphone or tablet. Transfer pictures and videos from the card to your PC at a no-wait rate of up to 80MB/s. The SanDisk Memory Zone app, available on the Google Play store, makes it easy to view, access, and ba",5,complementary,1.0,1.0,0.0,0.0,-0.0,3,0.0028735056985169,0.0014037595828995,120,co_purchase
3118_0,3118,0,train,B011BRUOMO,B01IU9UMVY,"Title: SanDisk Ultra 32GB microSDHC UHS-I Card with Adapter, Silver, Standard Packaging (SDSQUNC-032G-GN6MA)
Brand: SanDisk
Category: Computers
Description: ['[""Capture, carry and keep more high-quality photos and full HD video on your Android smartphone or tablet. Transfer pictures and videos from the card to your PC at a no-wait rate of up to 80MB/s. The SanDisk Memory Zone app, available on the Google Play store, makes it easy to view, access, and ba","Title: WD 2TB Black My Passport Ultra Portable External Hard Drive - USB 3.0 - WDBBKD0020BBK-NESN
Brand: Western Digital
Category: Computers
Description: ['[""Secure and dependable, My Passport Ultra can be trusted to safeguard your private files. Set an optional password, that only you know, to activate 256-bit hardware encryption to add an extra layer of security. Combined with WD Backup, our most powerful backup software yet, it\'s easier than ever",8,unrelated,1.0,0.0,0.0,1.0,-0.0,3,0.0093162031844258,0.0178234279155731,122,co_purchase
3118_1,3118,1,train,B01IU9UMVY,B011BRUOMO,"Title: WD 2TB Black My Passport Ultra Portable External Hard Drive - USB 3.0 - WDBBKD0020BBK-NESN
Brand: Western Digital
Category: Computers
Description: ['[""Secure and dependable, My Passport Ultra can be trusted to safeguard your private files. Set an optional password, that only you know, to activate 256-bit hardware encryption to add an extra layer of security. Combined with WD Backup, our most powerful backup software yet, it\'s easier than ever","Title: SanDisk Ultra 32GB microSDHC UHS-I Card with Adapter, Silver, Standard Packaging (SDSQUNC-032G-GN6MA)
Brand: SanDisk
Category: Computers
Description: ['[""Capture, carry and keep more high-quality photos and full HD video on your Android smartphone or tablet. Transfer pictures and videos from the card to your PC at a no-wait rate of up to 80MB/s. The SanDisk Memory Zone app, available on the Google Play store, makes it easy to view, access, and ba",8,unrelated,1.0,0.0,0.0,1.0,-0.0,3,0.0178234279155731,0.0093162031844258,122,co_purchase
2834_0,2834,0,val,B011BRUOMO,B01J94SWWU,"Title: SanDisk Ultra 32GB microSDHC UHS-I Card with Adapter, Silver, Standard Packaging (SDSQUNC-032G-GN6MA)
Brand: SanDisk
Category: Computers
Description: ['[""Capture, carry and keep more high-quality photos and full HD video on your Android smartphone or tablet. Transfer pictures and videos from the card to your PC at a no-wait rate of up to 80MB/s. The SanDisk Memory Zone app, available on the Google Play store, makes it easy to view, access, and ba","Title: Fire HD 8 Tablet with Alexa, 8"" HD Display, 16 GB, Black - with Special Offers (Previous Generation – 7th)
Brand: Amazon
Category: Amazon Devices
Description: ['[]']",8,unrelated,1.0,0.0,0.0,1.0,-0.0,3,0.0033910432830452,0.0067588165402412,118,co_purchase
2834_1,2834,1,val,B01J94SWWU,B011BRUOMO,"Title: Fire HD 8 Tablet with Alexa, 8"" HD Display, 16 GB, Black - with Special Offers (Previous Generation – 7th)
Brand: Amazon
Category: Amazon Devices
Description: ['[]']","Title: SanDisk Ultra 32GB microSDHC UHS-I Card with Adapter, Silver, Standard Packaging (SDSQUNC-032G-GN6MA)
Brand: SanDisk
Category: Computers
Description: ['[""Capture, carry and keep more high-quality photos and full HD video on your Android smartphone or tablet. Transfer pictures and videos from the card to your PC at a no-wait rate of up to 80MB/s. The SanDisk Memory Zone app, available on the Google Play store, makes it easy to view, access, and ba",5,complementary,1.0,1.0,0.0,0.0,-0.0,3,0.0067588165402412,0.0033910432830452,118,co_purchase
